,round,categ_num,categ_person,flg_max_num,id,age,gender,gpa,income,subject_risk,cheat_activity,cheat_disagree,inc,holt_risk,mean_side,mean_cat_person
629,8,2,3,1,x5dvpd1m,20.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,3.0,4,8,0.625,2.25
630,8,1,1,0,9a9rdfim,21.0,Male,8.0,70 000 - 100 000 rubles,2.0,3.0,10.0,5,2,0.125,1.25
631,8,1,1,1,vlt4uukn,20.0,Male,7.0,40 000 - 70 000 rubles,8.0,8.0,2.0,4,6,0.875,1.0
632,8,2,1,0,0ow5w7je,20.0,Male,7.0,20 000 - 40 000 rubles,8.0,5.0,8.0,3,6,0.875,1.25
633,8,2,1,1,7skvogqj,20.0,Female,7.0,20 000 - 40 000 rubles,5.0,9.0,8.0,3,5,0.625,1.5
634,8,3,1,1,d8ht1iwm,20.0,Male,10.0,10 000 - 20 000 rubles,3.0,3.0,7.0,2,3,0.375,1.0
635,8,1,1,1,9y70ywn0,19.0,Male,9.0,>100 000 rubles,8.0,1.0,5.0,6,4,0.5,1.0
636,8,1,3,1,v5u2lpx3,20.0,Male,9.0,10 000 - 20 000 rubles,4.0,1.0,10.0,2,4,0.875,2.0
637,8,2,2,1,bbjpbwsz,20.0,Female,8.0,20 000 - 40 000 rubles,7.0,3.0,8.0,3,6,0.75,2.5
638,8,1,1,1,rnp0bj7s,20.0,Female,8.0,40 000 - 70 000 rubles,5.0,3.0,6.0,4,6,0.75,1.0
639,8,1,3,1,6abqubju,19.0,Female,8.0,40 000 - 70 000 rubles,4.0,3.0,8.0,4,3,0.5,1.75
640,8,3,2,1,rvgteb3g,19.0,Female,8.0,20 000 - 40 000 rubles,8.0,4.0,6.0,3,9,0.875,2.5
641,8,3,3,1,obe5mwhf,21.0,Female,8.0,20 000 - 40 000 rubles,2.0,3.0,8.0,3,4,0.5,1.75
642,8,3,3,1,f3lxg2w5,21.0,Male,9.0,70 000 - 100 000 rubles,7.0,6.0,5.0,5,6,0.75,1.375
643,8,3,1,1,hd2fmrvz,19.0,Male,7.0,10 000 - 20 000 rubles,6.0,4.0,9.0,2,2,0.625,1.625
644,8,3,1,0,5okx6ma4,21.0,Male,9.0,>100 000 rubles,3.0,5.0,5.0,6,6,0.0,1.0
645,8,3,1,1,nt0ty2kl,21.0,Male,8.0,70 000 - 100 000 rubles,10.0,2.0,10.0,5,6,0.625,1.0
646,8,3,1,0,l1rb2j0z,21.0,Female,8.0,10 000 - 20 000 rubles,7.0,3.0,9.0,2,4,0.375,1.625
647,8,1,2,0,1rdx94cq,21.0,Male,7.0,>100 000 rubles,10.0,5.0,5.0,6,1,0.75,2.375
648,8,2,1,1,fsie3o6a,21.0,Female,8.0,40 000 - 70 000 rubles,6.0,4.0,8.0,4,8,0.75,1.0
649,8,3,3,1,yk8we7oo,21.0,Female,9.0,>100 000 rubles,1.0,3.0,5.0,6,6,0.375,1.25
650,8,1,1,0,evck7avu,21.0,Female,5.0,>100 000 rubles,3.0,4.0,6.0,6,1,0.625,1.125
651,8,3,3,1,f1g8nodq,20.0,Male,8.0,40 000 - 70 000 rubles,6.0,2.0,7.0,4,7,0.75,1.875
652,8,1,2,1,jdqa11s2,21.0,Female,9.0,20 000 - 40 000 rubles,3.0,7.0,7.0,3,6,0.625,1.625
653,8,3,1,0,knyd53il,20.0,Male,8.0,20 000 - 40 000 rubles,6.0,2.0,8.0,3,6,0.625,1.875
654,8,3,3,1,ooi7nekh,21.0,Male,7.0,70 000 - 100 000 rubles,8.0,2.0,8.0,5,6,0.375,3.0
655,8,1,1,0,l7zu3ga1,21.0,Female,8.0,>100 000 rubles,9.0,6.0,9.0,6,4,0.625,1.125
656,8,2,3,1,tenkfair,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,3.0,4,4,0.75,1.875
657,8,1,3,1,dw0p5aus,24.0,Female,8.0,70 000 - 100 000 rubles,6.0,4.0,9.0,5,4,0.5,2.625
658,8,3,3,1,nhrultn8,20.0,Female,7.0,40 000 - 70 000 rubles,7.0,8.0,2.0,4,6,0.5,1.75
659,8,2,2,1,knz9rl9y,20.0,Female,8.0,70 000 - 100 000 rubles,10.0,10.0,1.0,5,2,0.75,2.125
660,8,1,1,1,gisfg4h9,20.0,Female,9.0,70 000 - 100 000 rubles,8.0,4.0,8.0,5,6,0.625,1.0
661,8,3,1,0,5ud4qjhj,20.0,Male,5.0,20 000 - 40 000 rubles,7.0,6.0,8.0,3,6,0.75,1.625
662,8,2,1,1,exnfiplb,21.0,Female,8.0,20 000 - 40 000 rubles,7.0,8.0,7.0,3,4,0.5,1.0
663,8,1,3,1,4pwfi1p4,21.0,Female,8.0,70 000 - 100 000 rubles,3.0,9.0,2.0,5,4,0.625,2.0
664,8,3,1,1,l6bvwme4,21.0,Male,9.0,40 000 - 70 000 rubles,7.0,7.0,5.0,4,4,0.75,1.0
665,8,3,1,1,eqchj0w7,21.0,Male,9.0,<10 000 rubles,7.0,3.0,3.0,1,1,0.625,1.0
666,8,3,2,1,dg903mo3,21.0,Male,7.0,40 000 - 70 000 rubles,10.0,8.0,8.0,4,7,0.5,1.25
667,8,3,1,0,7iw5gvwz,21.0,Male,5.0,>100 000 rubles,5.0,10.0,3.0,6,6,0.5,1.0
668,8,3,1,1,w7tw5x8r,21.0,Female,8.0,20 000 - 40 000 rubles,9.0,3.0,2.0,3,6,0.75,1.875
669,8,3,1,0,6ixv8n1i,21.0,Female,9.0,20 000 - 40 000 rubles,8.0,2.0,5.0,3,8,0.5,1.25
670,8,2,3,1,0t505mu7,19.0,Male,5.0,10 000 - 20 000 rubles,9.0,5.0,8.0,2,7,0.5,2.625
671,8,3,1,1,b8icfsi6,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,10.0,4,4,0.875,1.0
672,8,3,3,1,e0bpat9i,22.0,Female,7.0,40 000 - 70 000 rubles,7.0,2.0,7.0,4,8,0.875,2.375
673,8,1,1,0,3qcyrqp3,24.0,Male,8.0,>100 000 rubles,8.0,2.0,8.0,6,9,0.5,2.5
674,8,2,3,0,qt4qf9sm,20.0,Female,6.0,10 000 - 20 000 rubles,8.0,4.0,6.0,2,9,0.625,2.625
675,8,2,3,0,glednkge,22.0,Male,7.0,40 000 - 70 000 rubles,8.0,2.0,8.0,4,8,0.5,2.25
676,8,2,3,0,19rd7obr,19.0,Female,9.0,<10 000 rubles,8.0,1.0,9.0,1,8,0.375,2.25
677,8,1,3,1,38z8h7xh,18.0,Male,6.0,<10 000 rubles,8.0,6.0,6.0,1,7,0.75,2.875
678,8,1,2,1,yjssiiak,21.0,Male,10.0,20 000 - 40 000 rubles,8.0,2.0,8.0,3,9,0.625,2.25
679,8,3,3,1,dqqwewna,19.0,Female,7.0,70 000 - 100 000 rubles,7.0,3.0,8.0,5,7,0.625,2.625
680,8,1,2,1,hold064k,20.0,Male,6.0,>100 000 rubles,8.0,4.0,8.0,6,7,0.75,2.125
681,8,1,1,1,p0wf5ypc,20.0,Female,9.0,20 000 - 40 000 rubles,7.0,2.0,8.0,3,8,0.625,2.125
682,8,1,3,1,uoxpq3xb,22.0,Female,8.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,9,1.0,2.25
683,8,2,2,1,iii1294w,21.0,Male,7.0,20 000 - 40 000 rubles,7.0,4.0,8.0,3,9,0.75,2.5
684,8,3,2,1,0cyoyx66,22.0,Male,8.0,70 000 - 100 000 rubles,6.0,1.0,8.0,5,7,0.625,2.25
685,8,1,2,1,ax6r14op,23.0,Female,9.0,>100 000 rubles,8.0,3.0,9.0,6,7,0.625,2.0
686,8,3,2,1,3622n19e,22.0,Female,7.0,70 000 - 100 000 rubles,7.0,2.0,9.0,5,9,0.875,2.625
687,8,1,3,1,kf5m570s,22.0,Female,6.0,20 000 - 40 000 rubles,6.0,3.0,6.0,3,7,0.75,2.625
